@id;@type;http://erlangen-crm.org/current/P3_has_note;http://erlangen-crm.org/efrbroo/R10_has_member;http://erlangen-crm.org/efrbroo/R40_has_representative_expression;http://erlangen-crm.org/efrbroo/R44_carried_out_by;http://erlangen-crm.org/efrbroo/R50_assigned_to;http://erlangen-crm.org/efrbroo/R51_assigned;http://data.doremus.org/ontology#U5_had_premiere;http://erlangen-crm.org/efrbroo/R9_is_realised_in;http://data.doremus.org/ontology#U11_has_key;http://data.doremus.org/ontology#U13_has_casting;http://data.doremus.org/ontology#U16_has_catalogue_statement;http://data.doremus.org/ontology#U17_has_opus_statement;http://erlangen-crm.org/current/P102_has_title;http://data.doremus.org/ontology#U40_has_catalogue_name;http://data.doremus.org/ontology#U41_has_catalogue_number;http://data.doremus.org/ontology#U42_has_opus_number;http://erlangen-crm.org/current/P165_incorporates;http://data.doremus.org/ontology#U4_had_princeps_publication;http://erlangen-crm.org/current/P10_falls_within;http://erlangen-crm.org/current/P4_has_time-span;http://erlangen-crm.org/current/P9_consists_of;http://erlangen-crm.org/efrbroo/R17_created;http://erlangen-crm.org/efrbroo/R19_created_a_realisation_of;http://erlangen-crm.org/current/P1_is_identified_by;http://erlangen-crm.org/current/P82_at_some_time_within;http://data.doremus.org/ontology#U31_had_function_of_type;http://erlangen-crm.org/current/P14_carried_out_by;http://erlangen-crm.org/efrbroo/R25_performed;http://data.doremus.org/ontology#U12_has_genre;http://data.doremus.org/ontology#U10_has_order_number;http://erlangen-crm.org/efrbroo/R24_created;http://erlangen-crm.org/efrbroo/R3_is_realised_in;http://data.doremus.org/ontology#U43_has_opus_subnumber 
http://data.doremus.org/expression/69ec6f7d-ae29-334b-8991-6b3ccab7c672/casting/1;['http://data.doremus.org/ontology#M6_Casting'];[{'@value': '2 flûtes, 2 clarinettes, 2 hautbois, 4 bassons, 4 cors, 2 trompettes, 2 cornets à pistons, 3 trombones, timbales, trinagle, 1 harpe, quintette à cordes et alto solo'}];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/artist/81d5f89e-033f-3143-aa6e-77633ea4ff57;['http://erlangen-crm.org/current/E21_Person'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/expression/2a82276a-85bc-3bc4-88f6-d7deed0ceccc/casting/1;['http://data.doremus.org/ontology#M6_Casting'];[{'@value': 'Flûtes, hautbois, clarinettes et bassons par deux, 2 cors, 2 trompettes, 3 trombones, timbales et cordes,soprano (le séraphin), ténor (Jésus) et basse (Pierre), choeur mixte.'}];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/work/ffc4c6d4-f3a1-3845-a244-b63c405d0eab;['http://erlangen-crm.org/efrbroo/F15_Complex_Work'];;[{'@id': 'http://data.doremus.org/work/56914bea-f516-3c0f-8207-8c734a054781'}];[{'@id': 'http://data.doremus.org/expression/b5538672-31a0-342a-8b4b-a421bef03124'}];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/event/caae37a4-9ffa-3e4f-988e-7755ced6c918;['http://erlangen-crm.org/efrbroo/F42_Representative_Expression_Assignment'];;;;[{'@id': 'http://data.doremus.org/Philharmonie_de_Paris'}];[{'@id': 'http://data.doremus.org/work/d3d82e4b-9dfc-369d-9c0d-ffe2c9c99cf9'}];[{'@id': 'http://data.doremus.org/expression/2a82276a-85bc-3bc4-88f6-d7deed0ceccc'}];;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/expression/0f51dd86-b1f9-3a7d-b4f0-4131cc6d2c45;['http://erlangen-crm.org/efrbroo/F22_Self-Contained_Expression'];"[{'@value': 'Oeuvre composée sur un poème d\'Edoardo Sanguineti. Selon Berio, ""A-Ronne a pour sujet la vocalisation élémentaire d\'un texte"". Durée : 32 minutes environ'}, {'@value': 'Créé le 1er janvier 1975 à Liège, RTB, par les Swingle II. Edition : Universal'}]";;;;;;;;;[{'@id': 'http://data.doremus.org/expression/0f51dd86-b1f9-3a7d-b4f0-4131cc6d2c45/casting/1'}];;;[{'@value': 'A-Ronne'}];;;;;;;;;;;;;;;;[{'@id': '_:n4d6210b886b34016a608c6f92d74c605b54'}];;;;
_:n4d6210b886b34016a608c6f92d74c605b54;['http://data.doremus.org/ontology#M5_Genre'];;;;;;;;;;;;;;;;;;;;;;;;[{'@language': 'fr', '@value': 'musique contemporaine'}];;;;;;;;;
http://data.doremus.org/work/be89220d-92a0-3f58-930c-776476128944;['http://erlangen-crm.org/efrbroo/F14_Individual_Work'];;;;;;;[{'@id': 'http://data.doremus.org/performance/ca0cbcb1-2252-3814-944e-4a890884b635'}];[{'@id': 'http://data.doremus.org/expression/bcf4bf8e-324f-3ee1-96a1-2c6a9bb96826'}];;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/artist/8ac76f03-4f5d-3542-b957-244e7ba041e9;['http://erlangen-crm.org/current/E21_Person'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/expression/64c2ac75-5b03-3376-bd01-96fd17792c89;['http://erlangen-crm.org/efrbroo/F25_Performance_Plan'];;;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/expression/042690c7-43dd-3018-9985-87b5f9e2b157'}];;;;;;;;;;;;;;;;
http://data.doremus.org/event/8e3bb6b3-de79-3f75-a5e7-26f0620e7ec4;['http://erlangen-crm.org/efrbroo/F28_Expression_Creation'];[{'@value': '1996'}];;;;;;;;;;;;;;;;;;;[{'@id': '_:n4d6210b886b34016a608c6f92d74c605b307'}];[{'@id': '_:n4d6210b886b34016a608c6f92d74c605b308'}];[{'@id': 'http://data.doremus.org/expression/b720ef63-b9f8-3914-87a0-9a309e2bdc53'}];[{'@id': 'http://data.doremus.org/work/5fd22f3b-fcff-33d7-9d52-c5e0567e0519'}];;;;;;;;;;
_:n4d6210b886b34016a608c6f92d74c605b307;['http://erlangen-crm.org/current/E52_Time-Span'];;;;;;;;;;;;;;;;;;;;;;;;;[{'@type': 'http://purl.org/dc/terms/W3CDTF', '@value': '1996'}];;;;;;;;
_:n4d6210b886b34016a608c6f92d74c605b308;['http://erlangen-crm.org/current/E7_Activity'];;;;;;;;;;;;;;;;;;;;;;;;;;[{'@language': 'fr', '@value': 'compositeur'}];[{'@id': 'http://data.doremus.org/artist/6ec915f0-d52a-3314-8dc7-b65e738725ab'}];;;;;;
http://data.doremus.org/work/f74185a7-8b10-3384-b32e-a377f790ae04;['http://erlangen-crm.org/efrbroo/F19_Publication_Work'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/publication/dad35f18-8f41-3bf1-95e0-2b28c025b49f'}];
http://data.doremus.org/expression/8af2d252-9528-3575-b037-61006d29fd0f;['http://erlangen-crm.org/efrbroo/F22_Self-Contained_Expression'];;;;;;;;;;[{'@id': 'http://data.doremus.org/expression/8af2d252-9528-3575-b037-61006d29fd0f/casting/1'}];[{'@id': '_:n4d6210b886b34016a608c6f92d74c605b727'}];;"[{'@value': 'Sonate ""1er octobre 1905"", en mi bémol mineur'}, {'@value': 'Sonate ""1er octobre 1905""'}, {'@value': '1. X. 1905'}]";;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/vocabulary/iaml/genre/sn'}];;;;
_:n4d6210b886b34016a608c6f92d74c605b727;['http://data.doremus.org/ontology#M1_Catalogue_Statement'];[{'@value': 'JW VIII/19'}];;;;;;;;;;;;;[{'@value': 'JW'}];[{'@value': 'VIII/19'}];;;;;;;;;;;;;;;;;;
http://data.doremus.org/expression/e9c9f3f8-22ae-372a-a9a1-c2367e713048;['http://erlangen-crm.org/efrbroo/F22_Self-Contained_Expression'];"[{'@value': ""Ces chants sont dédiés à Ian Bostridge et Julius Drake, créateurs de l'oeuvre : 1- Selím und der Wind (Selím et le vent). 2- Die Gottesanbeterin (La Mante religieuse). 3- Ein Sonnenaufgang (Un Lever de soleil). 4- Cäsarion (Césarion). 5- Fatumas Klage (La Plainte de Fatuma). 6- Das Paradies (Le Paradis)""}, {'@value': 'Créés à la Philharmonie de Cologne le 23 novembre 1999 par Ian Bosbridge et Julius Drake. Éditeur : Schott.'}]";;;;;;;;;[{'@id': 'http://data.doremus.org/expression/e9c9f3f8-22ae-372a-a9a1-c2367e713048/casting/1'}];;;"[{'@value': ""Six chants de l'arabe""}, {'@value': 'Sechs Gesänge aus dem Arabischen'}]";;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/vocabulary/diabolo/genre/lied'}, {'@id': '_:n4d6210b886b34016a608c6f92d74c605b227'}];;;;
_:n4d6210b886b34016a608c6f92d74c605b227;['http://data.doremus.org/ontology#M5_Genre'];;;;;;;;;;;;;;;;;;;;;;;;[{'@language': 'fr', '@value': 'musique contemporaine'}];;;;;;;;;
http://data.doremus.org/performance/294905f4-5576-325a-8a43-eb50b71079be;['http://erlangen-crm.org/efrbroo/F31_Performance'];[{'@value': 'Créé à Rome, Teatro Apollo, le 17 février 1859'}];;;;;;;;;;;;;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/expression/2296fe0b-2378-3a51-83a9-026e8f36753e'}];;;;;
http://data.doremus.org/work/06802e39-caf8-30a9-acee-c36c2be49fea;['http://erlangen-crm.org/efrbroo/F14_Individual_Work'];;;;;;;[{'@id': 'http://data.doremus.org/performance/185dc81c-3eba-3c70-9eb4-3cb7439a1115'}];[{'@id': 'http://data.doremus.org/expression/015aad7c-1233-3ff6-85b6-e571ec0bc3d6'}];;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/work/8acb8140-fca0-3398-8bb4-464b70eb4c8a;['http://erlangen-crm.org/efrbroo/F15_Complex_Work'];;[{'@id': 'http://data.doremus.org/work/90f1e471-fbed-3f70-95d0-e15feffd536c'}];[{'@id': 'http://data.doremus.org/expression/90378019-237e-3834-8cf7-ba4a0827ccc5'}];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/performance/f0fcc28c-6591-31f8-833b-b7fce4fbb1bc;['http://erlangen-crm.org/efrbroo/F31_Performance'];[{'@value': 'Création française le 25 novembre 2006 à la Cité de la musique, Paris'}];;;;;;;;;;;;;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/expression/1f536ff3-e2ad-3d0f-a019-1c2ea11fd99a'}];;;;;
http://data.doremus.org/performance/85133678-c24f-3aca-9597-c44a77b01508;['http://erlangen-crm.org/efrbroo/F31_Performance'];[{'@value': 'Créée le 26 octobre 1783'}];;;;;;;;;;;;;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/expression/31d8ef98-40a3-32e6-b184-91cd8e3f4214'}];;;;;
http://data.doremus.org/expression/0b1777a5-33cb-3650-a9d9-527642974c51;['http://erlangen-crm.org/efrbroo/F22_Self-Contained_Expression'];"[{'@value': ""Mozart destinait cette sonate à sa soeur Nannerl et à lui-même. Témoin de l'influence de la musique italienne sur Mozart, cette sonate est de loin la plus connue des productions pour quatre mains du jeune prodige. Comprend : 1- Allegro. 2- Andante. 3- Allegro molto. Durée dexécution : 15 minutes environ""}, {'@value': 'Première édition : Vienne, 1783'}]";;;;;;;;[{'@id': 'http://data.doremus.org/vocabulary/key/d'}];[{'@id': 'http://data.doremus.org/expression/0b1777a5-33cb-3650-a9d9-527642974c51/casting/1'}];[{'@id': '_:n4d6210b886b34016a608c6f92d74c605b265'}, {'@id': '_:n4d6210b886b34016a608c6f92d74c605b266'}];;[{'@value': 'Sonate pour piano à quatre mains'}, {'@value': 'Sonata'}];;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/vocabulary/iaml/genre/sn'}];;;;
_:n4d6210b886b34016a608c6f92d74c605b265;['http://data.doremus.org/ontology#M1_Catalogue_Statement'];[{'@value': 'KV 381'}];;;;;;;;;;;;;[{'@value': 'KV'}];[{'@value': '381'}];;;;;;;;;;;;;;;;;;
_:n4d6210b886b34016a608c6f92d74c605b266;['http://data.doremus.org/ontology#M1_Catalogue_Statement'];[{'@value': 'K 381'}];;;;;;;;;;;;;[{'@value': 'K'}];[{'@value': '381'}];;;;;;;;;;;;;;;;;;
http://data.doremus.org/work/9ec57c3e-1de3-3ef9-a601-c8f262b64523;['http://erlangen-crm.org/efrbroo/F15_Complex_Work'];;[{'@id': 'http://data.doremus.org/work/df2dc11b-030d-3d7b-9a58-e011e1d81afc'}];[{'@id': 'http://data.doremus.org/expression/e93ad736-8425-3913-a699-f96372f98cfa'}];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/event/d64f3cb4-2ed8-3c82-a38c-93793e8ac8b8;['http://erlangen-crm.org/efrbroo/F28_Expression_Creation'];[{'@value': '1784'}];;;;;;;;;;;;;;;;;;[{'@id': '_:n4d6210b886b34016a608c6f92d74c605b30'}];[{'@id': '_:n4d6210b886b34016a608c6f92d74c605b31'}];[{'@id': '_:n4d6210b886b34016a608c6f92d74c605b32'}];[{'@id': 'http://data.doremus.org/expression/67557318-a8b2-3cc2-835e-aa901f288f48'}];[{'@id': 'http://data.doremus.org/work/ead042db-6504-3ed6-844c-476767fc519f'}];;;;;;;;;;
_:n4d6210b886b34016a608c6f92d74c605b30;['http://erlangen-crm.org/current/E4_Period'];;;;;;;;;;;;;;;;;;;;;;;;[{'@value': '18 ème siècle'}];;;;;;;;;
_:n4d6210b886b34016a608c6f92d74c605b31;['http://erlangen-crm.org/current/E52_Time-Span'];;;;;;;;;;;;;;;;;;;;;;;;;[{'@type': 'http://purl.org/dc/terms/W3CDTF', '@value': '1784'}];;;;;;;;
_:n4d6210b886b34016a608c6f92d74c605b32;['http://erlangen-crm.org/current/E7_Activity'];;;;;;;;;;;;;;;;;;;;;;;;;;[{'@language': 'fr', '@value': 'compositeur'}];[{'@id': 'http://data.doremus.org/artist/b27619a8-4e03-3de2-a389-a748ecedf28a'}];;;;;;
http://data.doremus.org/event/8e840a25-fb4d-3341-adc2-248c6b0af29b;['http://erlangen-crm.org/efrbroo/F42_Representative_Expression_Assignment'];;;;[{'@id': 'http://data.doremus.org/Philharmonie_de_Paris'}];[{'@id': 'http://data.doremus.org/work/855314c9-945b-39f5-b7a3-056e8ed59927'}];[{'@id': 'http://data.doremus.org/expression/40a5035b-cf7e-3299-8d90-33c5aeed75d6'}];;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/expression/ae1fa0a4-ac4e-367c-ba55-eac18b35ca83;['http://erlangen-crm.org/efrbroo/F25_Performance_Plan'];;;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/expression/81be0098-9f87-3e6e-89be-3e0321a6ef87'}];;;;;;;;;;;;;;;;
http://data.doremus.org/work/d8de1cfd-43fb-361d-96b8-8fee7404918b;['http://erlangen-crm.org/efrbroo/F15_Complex_Work'];;[{'@id': 'http://data.doremus.org/work/42347964-7acf-39e9-b176-4bba9be17203'}];[{'@id': 'http://data.doremus.org/expression/110fc9e4-5399-3980-ad6e-d28b2133e9e2'}];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/expression/66286b33-d86d-3a98-9198-9271d600547d/casting/1;['http://data.doremus.org/ontology#M6_Casting'];[{'@value': '2 violons, basse de viole et basse continue.'}];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/work/b269c569-bdb5-3953-9ea3-5ca21493cb7b;['http://erlangen-crm.org/efrbroo/F14_Individual_Work'];;;;;;;[{'@id': 'http://data.doremus.org/performance/a7d7c36c-2016-38f0-a93d-4d98e6aab868'}];[{'@id': 'http://data.doremus.org/expression/08c8df71-86c4-318f-a21c-89f092564c4d'}];;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/expression/07df9c39-53d0-32e5-a14e-51035a07e246;['http://erlangen-crm.org/efrbroo/F22_Self-Contained_Expression'];"[{'@value': ""Cette oeuvre est dédicacée à Pierre-Yves Artaud. Durée d'exécution : 8 minutes environ""}, {'@value': 'Créé à Paris, Radio France, en février 1972, par Pierre-Yves Artaud à la flûte. Éditeur : Rideau rouge/Durand'}]";;;;;;;;;[{'@id': 'http://data.doremus.org/expression/07df9c39-53d0-32e5-a14e-51035a07e246/casting/1'}];;;[{'@value': 'Maya'}];;;;;;;;;;;;;;;;[{'@id': '_:n4d6210b886b34016a608c6f92d74c605b973'}];;;;
_:n4d6210b886b34016a608c6f92d74c605b973;['http://data.doremus.org/ontology#M5_Genre'];;;;;;;;;;;;;;;;;;;;;;;;[{'@language': 'fr', '@value': 'musique contemporaine'}];;;;;;;;;
http://data.doremus.org/work/c6aef714-3271-30fa-b251-ea904a7e5aa5;['http://erlangen-crm.org/efrbroo/F15_Complex_Work'];;[{'@id': 'http://data.doremus.org/work/d731062f-edc0-3ebb-95ce-2aa57d5cc09d'}];[{'@id': 'http://data.doremus.org/expression/dbd9df1d-c267-3d2e-ba17-307e1bfdd921'}];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/work/9bf39746-f6c1-30dc-842f-2a52d6102810;['http://erlangen-crm.org/efrbroo/F14_Individual_Work'];;;;;;;;[{'@id': 'http://data.doremus.org/expression/f368fb80-b0e8-32be-80c1-ab2b38e39922'}];;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/expression/07ebd1d5-8570-326b-8162-fc760032b971/casting/1;['http://data.doremus.org/ontology#M6_Casting'];[{'@value': 'Voix et piano'}];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/event/7eae5c4a-9c40-3265-8dbf-781c18dcf0b0;['http://erlangen-crm.org/efrbroo/F42_Representative_Expression_Assignment'];;;;[{'@id': 'http://data.doremus.org/Philharmonie_de_Paris'}];[{'@id': 'http://data.doremus.org/work/f5d4f3cf-55e4-3510-b68f-c9f88a9d0add'}];[{'@id': 'http://data.doremus.org/expression/ca60d535-8410-3fc0-bff2-597e3e75208b'}];;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/expression/d6099285-da5d-3794-8d00-5fe574a61e9f;['http://erlangen-crm.org/efrbroo/F25_Performance_Plan'];;;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/expression/1c2113aa-a47c-3f70-8aa7-9e693026a2a9'}];;;;;;;;;;;;;;;;
http://data.doremus.org/event/87b8d833-7ba3-35fd-ba79-a1fca84b08ee;['http://erlangen-crm.org/efrbroo/F28_Expression_Creation'];[{'@value': 'Entre 1645 et 1680'}];;;;;;;;;;;;;;;;;;[{'@id': '_:n4d6210b886b34016a608c6f92d74c605b155'}];[{'@id': '_:n4d6210b886b34016a608c6f92d74c605b156'}];[{'@id': '_:n4d6210b886b34016a608c6f92d74c605b157'}];[{'@id': 'http://data.doremus.org/expression/ee68c6af-157f-34d6-85b5-caf142c9700f'}];[{'@id': 'http://data.doremus.org/work/876dad78-78e3-39ce-b583-510bf58e9966'}];;;;;;;;;;
_:n4d6210b886b34016a608c6f92d74c605b155;['http://erlangen-crm.org/current/E4_Period'];;;;;;;;;;;;;;;;;;;;;;;;[{'@value': '17 ème siècle'}];;;;;;;;;
_:n4d6210b886b34016a608c6f92d74c605b156;['http://erlangen-crm.org/current/E52_Time-Span'];;;;;;;;;;;;;;;;;;;;;;;;;[{'@type': 'http://purl.org/dc/terms/W3CDTF', '@value': '1645/1680'}];;;;;;;;
_:n4d6210b886b34016a608c6f92d74c605b157;['http://erlangen-crm.org/current/E7_Activity'];;;;;;;;;;;;;;;;;;;;;;;;;;[{'@language': 'fr', '@value': 'compositeur'}];[{'@id': 'http://data.doremus.org/artist/386b3237-3cdd-36ac-9c67-32cd2687893b'}];;;;;;
http://data.doremus.org/artist/f5c0bd3b-c60d-35e4-a950-75e77caf12e5;['http://erlangen-crm.org/current/E21_Person'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/work/6f58ee11-2505-395e-ac77-c880ce9130e3;['http://erlangen-crm.org/efrbroo/F14_Individual_Work'];;;;;;;[{'@id': 'http://data.doremus.org/performance/67c19825-557b-3425-9a38-bb15c3d32f5e'}];[{'@id': 'http://data.doremus.org/expression/328b9d20-7c0b-3664-b192-61e001d3243e'}];;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/expression/ef269cdc-f81d-3293-9b3d-3aaf5aaaade7/casting/1;['http://data.doremus.org/ontology#M6_Casting'];"[{'@value': 'Rôles : Médée, Créuse, Nérine, Victoire, Gloire, Amour, une italienne, Cléone, fantôme 1, fantôme 2 (sopranos) ; un berger, un captif (haute-contre) ; Jason, Arcas, jalousie (ténors) ; Créon, Oronte, chef du peuple, Vengeance (basses), choeur, orchestre'}]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/expression/21e29d9a-04ab-3d24-b320-14a113cd4b2a;['http://erlangen-crm.org/efrbroo/F25_Performance_Plan'];;;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/expression/e89c26ae-6af7-36c9-af61-05c935b3c0c9'}];;;;;;;;;;;;;;;;
http://data.doremus.org/event/43faf72d-da25-3510-851f-05193893e6e8;['http://erlangen-crm.org/efrbroo/F42_Representative_Expression_Assignment'];;;;[{'@id': 'http://data.doremus.org/Philharmonie_de_Paris'}];[{'@id': 'http://data.doremus.org/work/617b260a-74ad-3540-8f6f-40919b9fd622'}];[{'@id': 'http://data.doremus.org/expression/ffa310ff-850c-3098-91e7-b23ffbe354cd'}];;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/event/e18d6748-7a16-356d-9e89-4d6737b68ea5;['http://erlangen-crm.org/efrbroo/F42_Representative_Expression_Assignment'];;;;[{'@id': 'http://data.doremus.org/Philharmonie_de_Paris'}];[{'@id': 'http://data.doremus.org/work/e28d0e2a-3670-3765-8d11-63e4484cb34e'}];[{'@id': 'http://data.doremus.org/expression/07df9c39-53d0-32e5-a14e-51035a07e246'}];;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/work/ec85cdc0-9f10-3d2a-92d9-5e8b7ae7b833;['http://erlangen-crm.org/efrbroo/F15_Complex_Work'];;[{'@id': 'http://data.doremus.org/work/83f5de7b-9a32-3544-b583-51936d309fa2'}];[{'@id': 'http://data.doremus.org/expression/7b110121-ea62-3ffb-869c-a01822724f38'}];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/event/9abadbfe-ad7e-34ef-9522-5121f4f57a06;['http://erlangen-crm.org/efrbroo/F42_Representative_Expression_Assignment'];;;;[{'@id': 'http://data.doremus.org/Philharmonie_de_Paris'}];[{'@id': 'http://data.doremus.org/work/f8353902-c34f-39b2-ae89-052e40463223'}];[{'@id': 'http://data.doremus.org/expression/d3240ef9-ab2f-367a-b2db-bd0e75c5ed82'}];;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/performance/b1dcee33-7190-3c4d-b0a7-5248d3ce981d;['http://erlangen-crm.org/efrbroo/F31_Performance'];[{'@value': 'Créée à Leipzig, le 26 décembre 1723'}];;;;;;;;;;;;;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/expression/d08f513b-469d-3579-900b-603bff2a9677'}];;;;;
http://data.doremus.org/event/94f9e1d4-624c-35c5-bd59-f5a5ac76474f;['http://erlangen-crm.org/efrbroo/F30_Publication_Event'];[{'@value': 'Editeur : Universal Edition'}];;;;;;;;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/work/7f28389a-505c-3d2d-b125-d8f3999be477'}];;;;;;;;[{'@id': 'http://data.doremus.org/publication/c5e05a4d-c5b5-39f5-988b-fce631d27234'}];;
http://data.doremus.org/work/b293ce93-4647-30ae-acba-1e3b0a2a02a9;['http://erlangen-crm.org/efrbroo/F14_Individual_Work'];;;;;;;[{'@id': 'http://data.doremus.org/performance/fb4b8086-cbb5-398c-b196-564e811346ce'}];[{'@id': 'http://data.doremus.org/expression/de4183f8-a3bf-3c4d-9504-568b4750c97c'}];;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/work/41682f6c-345f-38eb-8e00-25cb2c105cb8;['http://erlangen-crm.org/efrbroo/F15_Complex_Work'];;[{'@id': 'http://data.doremus.org/work/9b4afe99-8250-375a-a32a-43f0b8efced4'}];[{'@id': 'http://data.doremus.org/expression/ebd4bc5e-ff5d-335d-9099-25ab16ee55af'}];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/artist/a5a52abd-ce7f-343b-a449-00edc6aa9692;['http://erlangen-crm.org/current/E21_Person'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/work/336e6536-ba32-370e-aa27-3e0901159ef9;['http://erlangen-crm.org/efrbroo/F14_Individual_Work'];;;;;;;[{'@id': 'http://data.doremus.org/performance/208087e3-eca1-3dcf-9b3f-28b2f627ce60'}];[{'@id': 'http://data.doremus.org/expression/57d6469e-44c7-373b-9f0c-5e74bd77ddff'}];;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/expression/aee1b40f-87ea-33ef-8059-fcf851376c13;['http://erlangen-crm.org/efrbroo/F22_Self-Contained_Expression'];"[{'@value': ""Ce Te Deum a été composé pour Marie-Thérèse, épouse de l'empereur François II. Comprend 3 parties. Durée d'exécution : 10 minutes environ""}]";;;;;;;;[{'@id': 'http://data.doremus.org/vocabulary/key/c'}];[{'@id': 'http://data.doremus.org/expression/aee1b40f-87ea-33ef-8059-fcf851376c13/casting/1'}];[{'@id': '_:n4d6210b886b34016a608c6f92d74c605b995'}];;[{'@value': 'Te Deum'}, {'@value': 'Te deum en ut majeur'}];;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/vocabulary/diabolo/genre/messe'}, {'@id': '_:n4d6210b886b34016a608c6f92d74c605b993'}, {'@id': '_:n4d6210b886b34016a608c6f92d74c605b994'}];;;;
_:n4d6210b886b34016a608c6f92d74c605b993;['http://data.doremus.org/ontology#M5_Genre'];;;;;;;;;;;;;;;;;;;;;;;;[{'@language': 'fr', '@value': 'musique classique'}];;;;;;;;;
_:n4d6210b886b34016a608c6f92d74c605b994;['http://data.doremus.org/ontology#M5_Genre'];;;;;;;;;;;;;;;;;;;;;;;;[{'@language': 'fr', '@value': 'musique sacrée'}];;;;;;;;;
_:n4d6210b886b34016a608c6f92d74c605b995;['http://data.doremus.org/ontology#M1_Catalogue_Statement'];[{'@value': 'Hob. XXIIIc 2'}];;;;;;;;;;;;;[{'@value': 'Hob'}];;;;;;;;;;;;;;;;;;;
http://data.doremus.org/expression/707aa24a-7b37-3624-9cc1-2d7cfd203571/casting/1;['http://data.doremus.org/ontology#M6_Casting'];"[{'@value': '2 flûtes, 2 clarinettes, 4 trompettes, 8 violons, 8 altos (groupe 1) ; 2 bassons, 6 cors, 16 violons (groupe 2) ; 2 hautbois, 2 bassons, 4 trombones, 8 violoncelles, 8 contrebasses (groupe 3)'}]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
