@id;@type;http://data.doremus.org/ontology#U12_has_genre;http://data.doremus.org/ontology#U16_has_catalogue_statement;http://erlangen-crm.org/current/P102_has_title;http://erlangen-crm.org/current/P3_has_note;http://data.doremus.org/ontology#U40_has_catalogue_name;http://data.doremus.org/ontology#U41_has_catalogue_number;http://erlangen-crm.org/efrbroo/R9_is_realised_in;http://data.doremus.org/ontology#U4_had_princeps_publication;http://erlangen-crm.org/efrbroo/R10_has_member;http://erlangen-crm.org/efrbroo/R40_has_representative_expression;http://data.doremus.org/ontology#U17_has_opus_statement;http://data.doremus.org/ontology#U42_has_opus_number;http://data.doremus.org/ontology#U23_has_casting_detail;http://data.doremus.org/ontology#U2_foresees_use_of_medium_of_performance_of_type;http://erlangen-crm.org/current/P1_is_identified_by;http://erlangen-crm.org/current/P67_refers_to;http://erlangen-crm.org/efrbroo/R19_created_a_realisation_of;http://erlangen-crm.org/efrbroo/R24_created;http://data.doremus.org/ontology#U13_has_casting;http://erlangen-crm.org/efrbroo/R44_carried_out_by;http://erlangen-crm.org/efrbroo/R50_assigned_to;http://erlangen-crm.org/efrbroo/R51_assigned;http://erlangen-crm.org/current/P4_has_time-span;http://erlangen-crm.org/current/P9_consists_of;http://erlangen-crm.org/efrbroo/R17_created;http://erlangen-crm.org/current/P82_at_some_time_within;http://data.doremus.org/ontology#U31_had_function_of_type;http://erlangen-crm.org/current/P14_carried_out_by;http://erlangen-crm.org/current/P165_incorporates;http://erlangen-crm.org/efrbroo/R25_performed;http://data.doremus.org/ontology#U44_has_dedication_statement;http://data.doremus.org/ontology#U10_has_order_number;http://data.doremus.org/ontology#U11_has_key;http://erlangen-crm.org/current/P81_ongoing_throughout;http://data.doremus.org/ontology#U5_had_premiere;http://erlangen-crm.org/efrbroo/R3_is_realised_in;http://data.doremus.org/ontology#U43_has_opus_subnumber 
http://data.doremus.org/event/181f6d3d-5f64-3e69-97cd-8b1f5231bfa8;['http://erlangen-crm.org/efrbroo/F42_Representative_Expression_Assignment'];;;;;;;;;;;;;;;;;;;;[{'@id': 'http://isni.org/isni/0000000121751303'}];[{'@id': 'http://data.doremus.org/work/66b72b48-2594-3ee8-8497-388aec23ffd6'}];[{'@id': 'http://data.doremus.org/expression/99cc0cca-e78f-3230-af80-362ee44851b2'}];;;;;;;;;;;;;;;
http://data.doremus.org/expression/0c19f37d-6265-30da-a4f4-63fae6927d6a;['http://erlangen-crm.org/efrbroo/F25_Performance_Plan'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/expression/d4fb6436-1a74-3a56-bdb2-1c9cde550f6e'}];;;;;;;;
http://data.doremus.org/work/37efe395-d5b6-3756-b9a8-7ec6006c7952;['http://erlangen-crm.org/efrbroo/F15_Complex_Work'];;;;;;;;;[{'@id': 'http://data.doremus.org/work/6b3c9883-85a1-3ca3-924e-5fa257228193'}];[{'@id': 'http://data.doremus.org/expression/b40ca052-64a9-3b2d-aeb4-f1a8510693f2'}];;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/expression/ef2b7376-ab03-353b-95d7-52ea04e3633f;['http://erlangen-crm.org/efrbroo/F22_Self-Contained_Expression'];[{'@id': 'http://data.doremus.org/vocabulary/iaml/genre/inm'}];;[{'@value': 'König StephanNo 7Ihr edlen Ungarn'}];;;;;;;;[{'@id': '_:n4c91e587c8804ce4a24a1896dadc47ffb315'}];;;;;;;;;;;;;;;;;;;;;;;;;;
_:n4c91e587c8804ce4a24a1896dadc47ffb315;['http://data.doremus.org/ontology#M2_Opus_Statement'];;;;[{'@value': 'Op. 117'}];;;;;;;;[{'@value': '117'}];;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/event/85b61fa4-f543-37c6-ba35-f055ff30bc57;['http://erlangen-crm.org/efrbroo/F42_Representative_Expression_Assignment'];;;;;;;;;;;;;;;;;;;;[{'@id': 'http://isni.org/isni/0000000121751303'}];[{'@id': 'http://data.doremus.org/work/b208019b-66a5-32f7-b97a-9fc4fdc90e4d'}];[{'@id': 'http://data.doremus.org/expression/96ba15fb-8696-3978-bd9c-318faddfb43d'}];;;;;;;;;;;;;;;
http://data.doremus.org/event/8e02b441-b721-3571-b73e-7317154110ba;['http://erlangen-crm.org/efrbroo/F42_Representative_Expression_Assignment'];;;;;;;;;;;;;;;;;;;;[{'@id': 'http://isni.org/isni/0000000121751303'}];[{'@id': 'http://data.doremus.org/work/91ab8197-6d93-3e41-b5eb-7e085d44d787'}];[{'@id': 'http://data.doremus.org/expression/cb398bee-82bc-30d0-9f77-ec8a379bd94b'}];;;;;;;;;;;;;;;
http://data.doremus.org/work/405a07fb-8877-3e2f-941c-e0f8eda159e9;['http://erlangen-crm.org/efrbroo/F15_Complex_Work'];;;;;;;;;[{'@id': 'http://data.doremus.org/work/f767428d-203b-364f-b577-2e80ffcef3ab'}];[{'@id': 'http://data.doremus.org/expression/6c68facc-a356-3e81-92e8-d7cf9eaece89'}];;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/event/b4adf2aa-b3e7-315d-9e0f-a6b3e55c3b37;['http://erlangen-crm.org/efrbroo/F28_Expression_Creation'];;;;;;;;;;;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/expression/4434f045-c4f1-3e0b-8afa-0d62102e97f5'}];;;;;;;;;;;;
http://data.doremus.org/event/5a63c8df-6427-3f7b-b403-d564e99cdb2d;['http://erlangen-crm.org/efrbroo/F42_Representative_Expression_Assignment'];;;;;;;;;;;;;;;;;;;;[{'@id': 'http://isni.org/isni/0000000121751303'}];[{'@id': 'http://data.doremus.org/work/b641fc11-f777-3fc5-a5de-da74be606bad'}];[{'@id': 'http://data.doremus.org/expression/0215fcb7-c83f-3a23-bbea-d37589b33c6f'}];;;;;;;;;;;;;;;
http://data.doremus.org/work/c262b910-5d2d-3461-9bf8-9c4f7ebd84ff;['http://erlangen-crm.org/efrbroo/F15_Complex_Work'];;;;;;;;;[{'@id': 'http://data.doremus.org/work/72a1cf38-7737-3a8e-bba3-02f49e69a9ea'}];[{'@id': 'http://data.doremus.org/expression/dd375904-a992-3b02-85b8-5fa9de742171'}];;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/event/a0330988-9840-30cc-97f1-0a00ca3b1367;['http://erlangen-crm.org/efrbroo/F42_Representative_Expression_Assignment'];;;;;;;;;;;;;;;;;;;;[{'@id': 'http://isni.org/isni/0000000121751303'}];[{'@id': 'http://data.doremus.org/work/7847440a-61ee-3383-97c7-e27563a99313'}];[{'@id': 'http://data.doremus.org/expression/c95aa4a7-a65b-3f91-acea-ae6c776ac770'}];;;;;;;;;;;;;;;
http://data.doremus.org/expression/c9486319-4c6e-389e-ad07-bf8e6c914699;['http://erlangen-crm.org/efrbroo/F25_Performance_Plan'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/expression/ba084682-0a10-3fde-b5c8-19195de72a4c'}];;;;;;;;
http://data.doremus.org/expression/95c5b3e5-c94f-3a64-86a1-ddeef5954edf;['http://erlangen-crm.org/efrbroo/F22_Self-Contained_Expression'];[{'@id': 'http://data.doremus.org/vocabulary/iaml/genre/uuu'}];;[{'@value': 'Amériques'}];;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/expression/95c5b3e5-c94f-3a64-86a1-ddeef5954edf/dedication'}];;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/performance/27e05ddf-05bd-3cd3-ab84-ae477c9a9be2;['http://erlangen-crm.org/efrbroo/F31_Performance'];;;;[{'@value': '1re représentation en France : Paris, Théâtre-Italien, 13 janvier 1861'}];;;;;;;;;;;;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/expression/641cd206-d325-3b46-9df4-ae452ddd31d2'}];;;;;;;
http://data.doremus.org/work/f7697d34-a731-3632-8a95-598c909be968;['http://erlangen-crm.org/efrbroo/F19_Publication_Work'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/publication/185694e4-107b-3858-b372-5d56ee6283c1'}];
http://data.doremus.org/event/55535af5-2454-3ad8-989f-cf770a4ecf9d;['http://erlangen-crm.org/efrbroo/F28_Expression_Creation'];;;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/work/9c0aea9d-4e17-3989-b04d-be6f1f7fe6ac'}];;;;;;[{'@id': '_:n4c91e587c8804ce4a24a1896dadc47ffb221'}];[{'@id': '_:n4c91e587c8804ce4a24a1896dadc47ffb222'}];[{'@id': 'http://data.doremus.org/expression/782ad7d5-82ff-35ea-ad7d-fa9ba2f78e33'}];;;;;;;;;;;;
_:n4c91e587c8804ce4a24a1896dadc47ffb221;['http://erlangen-crm.org/current/E52_Time-Span'];;;;;;;;;;;;;;;;;;;;;;;;;;[{'@type': 'http://purl.org/dc/terms/W3CDTF', '@value': '18590101/18591231'}];;;;;;;;;;;
_:n4c91e587c8804ce4a24a1896dadc47ffb222;['http://erlangen-crm.org/current/E7_Activity'];;;;;;;;;;;;;;;;;;;;;;;;;;;[{'@language': 'fr', '@value': 'compositeur'}];[{'@id': 'http://data.doremus.org/artist/58efc6b8-78c5-3006-bf43-19e0f31d27d1'}];;;;;;;;;
http://data.doremus.org/expression/18f69c8e-a064-3a5b-999a-1f5209d5f25b;['http://erlangen-crm.org/efrbroo/F22_Self-Contained_Expression'];[{'@id': 'http://data.doremus.org/vocabulary/iaml/genre/op'}];;[{'@value': 'Alcione'}, {'@value': 'Alcyone'}];"[{'@value': 'Tragédie en musique en 1 prologue et 5 actes'}, {'@value': ""Livret de Antoine Houdar de Lamotte d'après Ovide""}]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/work/77307d19-ddc5-3e7d-af18-98b05d3a1aaf;['http://erlangen-crm.org/efrbroo/F14_Individual_Work'];;;;;;;[{'@id': 'http://data.doremus.org/expression/9eb6e296-53ab-30ac-89b4-708f5a77b861'}];[{'@id': 'http://data.doremus.org/event/44dd855a-32ab-30e5-9db0-a48a2bf09e86'}];;;;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/artist/e8993b59-73fd-3143-9361-01993a7fea25;['http://erlangen-crm.org/current/E21_Person'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/expression/fdcdc245-6541-3774-bd2c-f43e93fc222b;['http://erlangen-crm.org/efrbroo/F22_Self-Contained_Expression'];[{'@id': 'http://data.doremus.org/vocabulary/iaml/genre/li'}];;[{'@value': 'Einfache Lieder'}];"[{'@value': 'Réunit : ""Schneeglöckchen"" ; ""Nachtwanderer"" ; ""Ständchen"" ; ""Liebesbriefchen"" ; ""Das Heldengrab am Pruth"" ; ""Sommer""'}]";;;;;;;[{'@id': '_:n4c91e587c8804ce4a24a1896dadc47ffb666'}];;;;;;;;;;;;;;;;;;;;;;;;;;
_:n4c91e587c8804ce4a24a1896dadc47ffb666;['http://data.doremus.org/ontology#M2_Opus_Statement'];;;;[{'@value': 'Op. 9'}];;;;;;;;[{'@value': '9'}];;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/expression/ed8457c2-f5bd-3092-a606-b82749ee046d;['http://erlangen-crm.org/efrbroo/F22_Self-Contained_Expression'];[{'@id': 'http://data.doremus.org/vocabulary/iaml/genre/opu'}];;"[{'@value': 'Les fiancés en galère'}, {'@value': 'The lovers on the galley'}, {'@value': ""Li zite 'n galera""}]";[{'@value': 'Opéra bouffe en 3 actes'}, {'@value': 'Livret de Bernardo Saddumene'}, {'@value': 'Créé au Teatro dei Fiorentini à Naples le 3 janvier 1722'}];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/expression/29a3dca3-8d28-34e8-9441-23950bb8f05c;['http://erlangen-crm.org/efrbroo/F22_Self-Contained_Expression'];[{'@id': 'http://data.doremus.org/vocabulary/iaml/genre/pm'}];[{'@id': '_:n4c91e587c8804ce4a24a1896dadc47ffb293'}];[{'@value': 'Passion selon saint Jean'}, {'@value': 'Johannespassion'}];"[{'@value': ""Livret anonyme, en partie d'après Barthold Heinrich Brockes""}]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
_:n4c91e587c8804ce4a24a1896dadc47ffb293;['http://data.doremus.org/ontology#M1_Catalogue_Statement'];;;;[{'@value': 'BWV 245'}];[{'@value': 'BWV'}];[{'@value': '245'}];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/event/de63557c-25d7-3fbe-ab7e-07a034118535;['http://erlangen-crm.org/efrbroo/F28_Expression_Creation'];;;;;;;;;;;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/expression/1eb21b69-067a-348d-97d5-dfe0733816f0'}];;;;;;;;;;;;
http://data.doremus.org/work/6be7c878-5584-39e9-b46b-67f57a5da09f;['http://erlangen-crm.org/efrbroo/F19_Publication_Work'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/publication/10795dbc-baa6-3b15-8a03-58109bca85fa'}];
http://data.doremus.org/work/bad45b01-6c19-3276-b818-51985b146a61;['http://erlangen-crm.org/efrbroo/F15_Complex_Work'];;;;;;;;;[{'@id': 'http://data.doremus.org/work/6abbd35b-0f4d-31c3-a3a5-94ffb987a1bf'}];[{'@id': 'http://data.doremus.org/expression/50c1b8e9-b7a1-3c38-9738-16437b6cd702'}];;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/work/f69f5954-68aa-3152-bb7b-09d41308a883;['http://erlangen-crm.org/efrbroo/F14_Individual_Work'];;;;;;;[{'@id': 'http://data.doremus.org/expression/f629dd66-cd0b-3dc6-82ce-cddf026cb6a4'}];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/event/7e949a99-0aeb-3679-b279-e3810d9823da;['http://erlangen-crm.org/efrbroo/F42_Representative_Expression_Assignment'];;;;;;;;;;;;;;;;;;;;[{'@id': 'http://isni.org/isni/0000000121751303'}];[{'@id': 'http://data.doremus.org/work/859dce9c-dbca-3cf8-b71e-9e782e567863'}];[{'@id': 'http://data.doremus.org/expression/6dc8c376-6366-3e72-9183-a81e670a3f95'}];;;;;;;;;;;;;;;
http://data.doremus.org/work/ab2cd677-e698-3ced-a179-afe7e54a7d62;['http://erlangen-crm.org/efrbroo/F15_Complex_Work'];;;;;;;;;[{'@id': 'http://data.doremus.org/work/70f33943-b3cb-3215-8ef9-cc68cb8c80eb'}];[{'@id': 'http://data.doremus.org/expression/6aeb0e49-ec46-3170-88cd-16889ee688e6'}];;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/performance/51072edd-3b9e-3d82-9a4c-3f41266396cb;['http://erlangen-crm.org/efrbroo/F31_Performance'];;;;[{'@value': '1re exécution : Leipzig, Gewandhaus, 31 mars 1841'}];;;;;;;;;;;;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/expression/95d8b6ea-2234-3960-b93c-204aa8843001'}];;;;;;;
http://data.doremus.org/event/45008d0b-2bff-30e0-926b-9a1852e909eb;['http://erlangen-crm.org/efrbroo/F42_Representative_Expression_Assignment'];;;;;;;;;;;;;;;;;;;;[{'@id': 'http://isni.org/isni/0000000121751303'}];[{'@id': 'http://data.doremus.org/work/9fa98337-daa1-3320-92e8-b6fdb6161e95'}];[{'@id': 'http://data.doremus.org/expression/81c76715-9280-3fe7-8940-e44011edba7f'}];;;;;;;;;;;;;;;
http://data.doremus.org/work/6abbd35b-0f4d-31c3-a3a5-94ffb987a1bf;['http://erlangen-crm.org/efrbroo/F14_Individual_Work'];;;;;;;[{'@id': 'http://data.doremus.org/expression/50c1b8e9-b7a1-3c38-9738-16437b6cd702'}];;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/performance/9e49248d-a7e4-3a1c-9dbb-109b36861ea2'}];;
http://data.doremus.org/artist/1aadc908-fa18-34c3-980c-0a9955155cb2;['http://erlangen-crm.org/current/E21_Person'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/expression/e74bca6a-6fb7-31c1-807b-e3e1fe53ae30;['http://erlangen-crm.org/efrbroo/F22_Self-Contained_Expression'];[{'@id': 'http://data.doremus.org/vocabulary/iaml/genre/vr'}];[{'@id': '_:n4c91e587c8804ce4a24a1896dadc47ffb655'}];;;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/expression/e74bca6a-6fb7-31c1-807b-e3e1fe53ae30/casting/1'}];;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/vocabulary/key/gm'}];;;;
_:n4c91e587c8804ce4a24a1896dadc47ffb655;['http://data.doremus.org/ontology#M1_Catalogue_Statement'];;;;[{'@value': 'Gustafson 99'}];[{'@value': 'Gustafson'}];[{'@value': '99'}];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/expression/dd4cd1d3-1511-3c20-b9de-daa04641edfc/casting/1;['http://data.doremus.org/ontology#M6_Casting'];;;;[{'@value': 'Violon, cordes, basse continue'}];;;;;;;;;[{'@id': '_:n4c91e587c8804ce4a24a1896dadc47ffb188'}, {'@id': '_:n4c91e587c8804ce4a24a1896dadc47ffb189'}, {'@id': '_:n4c91e587c8804ce4a24a1896dadc47ffb191'}];;;;;;;;;;;;;;;;;;;;;;;;
_:n4c91e587c8804ce4a24a1896dadc47ffb188;['http://data.doremus.org/ontology#M23_Casting_Detail'];;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/vocabulary/iaml/mop/svl'}];;;;;;;;;;;;;;;;;;;;;;;
_:n4c91e587c8804ce4a24a1896dadc47ffb189;['http://data.doremus.org/ontology#M23_Casting_Detail'];;;;;;;;;;;;;;[{'@id': '_:n4c91e587c8804ce4a24a1896dadc47ffb190'}];;;;;;;;;;;;;;;;;;;;;;;
_:n4c91e587c8804ce4a24a1896dadc47ffb190;['http://data.doremus.org/ontology#M14_Medium_Of_Performance'];;;;;;;;;;;;;;;[{'@language': 'fr', '@value': 'cordes'}];;;;;;;;;;;;;;;;;;;;;;
_:n4c91e587c8804ce4a24a1896dadc47ffb191;['http://data.doremus.org/ontology#M23_Casting_Detail'];;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/vocabulary/iaml/mop/mco'}];;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/work/447fe1b6-ca99-3dd4-b2f8-366e57dd9770;['http://erlangen-crm.org/efrbroo/F15_Complex_Work'];;;;;;;;;[{'@id': 'http://data.doremus.org/work/ccde87ab-413a-38bb-b8bd-1b2e01bd992f'}];[{'@id': 'http://data.doremus.org/expression/dd0724dd-699d-3cd7-8bb5-ee3a23f676cf'}];;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/work/3d76af6e-ecf1-3fcd-b440-7d436e5e1fe6;['http://erlangen-crm.org/efrbroo/F15_Complex_Work'];;;;;;;;;[{'@id': 'http://data.doremus.org/work/13db7cc6-cac3-3582-88a9-6b7a343f69e0'}];[{'@id': 'http://data.doremus.org/expression/0e24302a-3b2b-312b-83e7-afda5fbcd920'}];;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/expression/138cc4d0-8a67-341c-b572-98f2912abb85/casting/1;['http://data.doremus.org/ontology#M6_Casting'];;;;[{'@value': 'Piano, vents (3), violons (2), alto'}];;;;;;;;;[{'@id': '_:n4c91e587c8804ce4a24a1896dadc47ffb10'}, {'@id': '_:n4c91e587c8804ce4a24a1896dadc47ffb11'}, {'@id': '_:n4c91e587c8804ce4a24a1896dadc47ffb13'}, {'@id': '_:n4c91e587c8804ce4a24a1896dadc47ffb15'}];;;;;;;;;;;;;;;;;;;;;;;;
_:n4c91e587c8804ce4a24a1896dadc47ffb10;['http://data.doremus.org/ontology#M23_Casting_Detail'];;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/vocabulary/iaml/mop/kpf'}];;;;;;;;;;;;;;;;;;;;;;;
_:n4c91e587c8804ce4a24a1896dadc47ffb11;['http://data.doremus.org/ontology#M23_Casting_Detail'];;;;;;;;;;;;;;[{'@id': '_:n4c91e587c8804ce4a24a1896dadc47ffb12'}];;;;;;;;;;;;;;;;;;;;;;;
_:n4c91e587c8804ce4a24a1896dadc47ffb12;['http://data.doremus.org/ontology#M14_Medium_Of_Performance'];;;;;;;;;;;;;;;[{'@language': 'fr', '@value': 'vents (3)'}];;;;;;;;;;;;;;;;;;;;;;
_:n4c91e587c8804ce4a24a1896dadc47ffb13;['http://data.doremus.org/ontology#M23_Casting_Detail'];;;;;;;;;;;;;;[{'@id': '_:n4c91e587c8804ce4a24a1896dadc47ffb14'}];;;;;;;;;;;;;;;;;;;;;;;
_:n4c91e587c8804ce4a24a1896dadc47ffb14;['http://data.doremus.org/ontology#M14_Medium_Of_Performance'];;;;;;;;;;;;;;;[{'@language': 'fr', '@value': 'violons (2)'}];;;;;;;;;;;;;;;;;;;;;;
_:n4c91e587c8804ce4a24a1896dadc47ffb15;['http://data.doremus.org/ontology#M23_Casting_Detail'];;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/vocabulary/iaml/mop/sva'}];;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/work/ea603dad-86f5-3680-95d4-94b20e8b67cf;['http://erlangen-crm.org/efrbroo/F14_Individual_Work'];;;;;;;[{'@id': 'http://data.doremus.org/expression/016f9926-fb45-3c24-b8ae-9f301474376a'}];;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/performance/51072edd-3b9e-3d82-9a4c-3f41266396cb'}];;
http://data.doremus.org/event/29e3b906-2b7f-3abe-a10d-56a79a784a67;['http://erlangen-crm.org/efrbroo/F28_Expression_Creation'];;;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/work/27e351aa-3ea7-3570-aa2a-34efa46fb4e7'}];;;;;;[{'@id': '_:n4c91e587c8804ce4a24a1896dadc47ffb79'}];[{'@id': '_:n4c91e587c8804ce4a24a1896dadc47ffb80'}];[{'@id': 'http://data.doremus.org/expression/94f43c92-bf5c-3fc6-b155-f06a3a5c941b'}];;;;;;;;;;;;
_:n4c91e587c8804ce4a24a1896dadc47ffb79;['http://erlangen-crm.org/current/E52_Time-Span'];;;;;;;;;;;;;;;;;;;;;;;;;;[{'@type': 'http://purl.org/dc/terms/W3CDTF', '@value': '18430101/18431231'}];;;;;;;;;;;
_:n4c91e587c8804ce4a24a1896dadc47ffb80;['http://erlangen-crm.org/current/E7_Activity'];;;;;;;;;;;;;;;;;;;;;;;;;;;[{'@language': 'fr', '@value': 'compositeur'}];[{'@id': 'http://data.doremus.org/artist/3bbeb439-01a3-3b23-8c04-1c5c80f0d66c'}];;;;;;;;;
http://data.doremus.org/work/d7e86eae-9fdd-3943-bfa3-3995f9ee4da0;['http://erlangen-crm.org/efrbroo/F14_Individual_Work'];;;;;;;[{'@id': 'http://data.doremus.org/expression/90636dd3-b090-38d8-bbca-7abd4331de54'}];;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/performance/ddafbbeb-dba7-371e-8a88-b05faacf6cea'}];;
http://data.doremus.org/expression/2155beea-80c3-37db-8ed0-42924c85431d/casting/1;['http://data.doremus.org/ontology#M6_Casting'];;;;[{'@value': 'Vents'}];;;;;;;;;[{'@id': '_:n4c91e587c8804ce4a24a1896dadc47ffb511'}];;;;;;;;;;;;;;;;;;;;;;;;
_:n4c91e587c8804ce4a24a1896dadc47ffb511;['http://data.doremus.org/ontology#M23_Casting_Detail'];;;;;;;;;;;;;;[{'@id': '_:n4c91e587c8804ce4a24a1896dadc47ffb512'}];;;;;;;;;;;;;;;;;;;;;;;
_:n4c91e587c8804ce4a24a1896dadc47ffb512;['http://data.doremus.org/ontology#M14_Medium_Of_Performance'];;;;;;;;;;;;;;;[{'@language': 'fr', '@value': 'vents'}];;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/work/09278ffc-28cb-3331-b477-74a62998c93c;['http://erlangen-crm.org/efrbroo/F14_Individual_Work'];;;;;;;[{'@id': 'http://data.doremus.org/expression/eadd4000-ac71-3685-a34e-b8c8a24ebd2b'}];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
http://data.doremus.org/event/277764da-dafc-3d4c-9f5d-06630bec81e5;['http://erlangen-crm.org/efrbroo/F28_Expression_Creation'];;;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/work/71f84ea5-2914-34df-881c-5d36f5ab7f51'}];;;;;;[{'@id': '_:n4c91e587c8804ce4a24a1896dadc47ffb476'}];[{'@id': '_:n4c91e587c8804ce4a24a1896dadc47ffb477'}];[{'@id': 'http://data.doremus.org/expression/14fcd710-2fab-3df6-bdac-d6846fd9b914'}];;;;;;;;;;;;
_:n4c91e587c8804ce4a24a1896dadc47ffb476;['http://erlangen-crm.org/current/E52_Time-Span'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'@type': 'http://purl.org/dc/terms/W3CDTF', '@value': '1703/1703'}];;;
_:n4c91e587c8804ce4a24a1896dadc47ffb477;['http://erlangen-crm.org/current/E7_Activity'];;;;;;;;;;;;;;;;;;;;;;;;;;;[{'@language': 'fr', '@value': 'compositeur'}];[{'@id': 'http://data.doremus.org/artist/89968c38-e58b-3eac-a085-8f075b5646da'}];;;;;;;;;
http://data.doremus.org/event/5cff1b36-8c19-389f-9588-6bb802fcb4aa;['http://erlangen-crm.org/efrbroo/F28_Expression_Creation'];;;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/work/8f3b21d7-620c-3157-892e-9461113be74c'}];;;;;;[{'@id': '_:n4c91e587c8804ce4a24a1896dadc47ffb377'}];[{'@id': '_:n4c91e587c8804ce4a24a1896dadc47ffb378'}];[{'@id': 'http://data.doremus.org/expression/e74bca6a-6fb7-31c1-807b-e3e1fe53ae30'}];;;;;;;;;;;;
_:n4c91e587c8804ce4a24a1896dadc47ffb377;['http://erlangen-crm.org/current/E52_Time-Span'];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'@type': 'http://purl.org/dc/terms/W3CDTF', '@value': '1650/9999'}];;;
_:n4c91e587c8804ce4a24a1896dadc47ffb378;['http://erlangen-crm.org/current/E7_Activity'];;;;;;;;;;;;;;;;;;;;;;;;;;;[{'@language': 'fr', '@value': 'compositeur'}];[{'@id': 'http://data.doremus.org/artist/9aa5009c-50d5-3498-988e-2aa1a6cf33bb'}];;;;;;;;;
http://data.doremus.org/performance/9e49248d-a7e4-3a1c-9dbb-109b36861ea2;['http://erlangen-crm.org/efrbroo/F31_Performance'];;;;"[{'@value': ""1re exécution : Leningrad, Hall du Bolchoi Philharmonic, le 12 mai 1926, par l'orchestre philharmonique de Leningrad sous la direction de N. Malko""}]";;;;;;;;;;;;;;;;;;;;;;;;;;[{'@id': 'http://data.doremus.org/expression/a895658f-8b5f-319d-ac01-924f2abf4d25'}];;;;;;;
http://data.doremus.org/event/dd7b6c03-680a-31ad-a0ed-f2f2ed04c4bb;['http://erlangen-crm.org/efrbroo/F42_Representative_Expression_Assignment'];;;;;;;;;;;;;;;;;;;;[{'@id': 'http://isni.org/isni/0000000121751303'}];[{'@id': 'http://data.doremus.org/work/5d56802c-6168-3573-92ee-ecfcab4ad15b'}];[{'@id': 'http://data.doremus.org/expression/dedaa764-1c74-31d8-876e-c797aa7d434c'}];;;;;;;;;;;;;;;
